Gene	1_ST_1	1_ST_2	1_ST_3	1_ST_4	1_ST_5	1_ST_6	1_ST_7	1_ST_8	1_ST_9	1_ST_10	1_ST_11	1_ST_12	1_ST_13	1_ST_14	1_ST_15	1_ST_16	1_ST_17	1_ST_18	1_ST_19	1_ST_20	1_ST_21	1_ST_22	1_ST_23	1_ST_24
TRIM51	0.00	4.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM51HP	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM52	74.62	167.51	0.00	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	4.51	0.00	0.00	1.86	0.00	0.00	0.00	4.46	0.00
TRIM52-AS1	5.33	0.00	0.00	6.69	25.22	0.00	0.00	0.00	57.96	0.00	0.00	0.00	0.00	0.00	0.00	54.09	0.00	0.00	0.00	34.20	0.00	122.84	4.46	0.00
TRIM53AP	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM54	42.64	0.00	0.00	26.74	2.52	0.00	0.00	0.00	0.00	1.98	0.00	2.87	7.72	35.29	0.00	0.00	2.76	41.44	1.86	89.77	0.00	253.87	4.46	48.03
TRIM55	31.98	221.70	9.72	127.03	16.40	0.00	0.00	0.00	23.19	213.77	230.29	169.29	183.29	17.65	0.00	13.52	19.33	136.15	53.99	170.99	0.00	57.33	17.86	141.81
TRIM56	0.00	0.00	0.00	0.00	2.52	0.00	0.00	0.00	85.01	0.00	78.42	0.00	0.00	0.00	0.00	0.00	0.00	2.96	14.89	0.00	0.00	0.00	8.93	4.57
TRIM58	5.33	9.85	0.00	0.00	50.45	0.00	0.00	0.00	0.00	0.00	1.24	2.87	59.81	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	8.93	2.29
TRIM59	5.33	9.85	58.33	0.00	18.92	0.00	0.00	0.00	3.86	0.00	84.65	2.87	0.00	17.65	0.00	0.00	2.76	5.92	3.72	81.22	0.00	0.00	4.46	2.29
TRIM6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM6-TRIM34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM61	0.00	0.00	36.94	66.86	46.66	0.00	0.00	0.00	11.59	0.00	1.24	65.99	48.23	0.00	0.00	58.59	55.22	0.00	3.72	0.00	0.00	0.00	0.00	2.29
TRIM62	0.00	0.00	0.00	0.00	6.31	0.00	0.00	0.00	3.86	1.98	1.24	2.87	1.93	0.00	0.00	0.00	60.74	0.00	3.72	17.10	0.00	0.00	8.93	2.29
TRIM63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM64B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM64C	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM65	0.00	0.00	0.00	6.69	1.26	0.00	0.00	0.00	7.73	1.98	1.24	40.17	0.00	0.00	0.00	0.00	19.33	0.00	13.03	0.00	0.00	8.19	0.00	0.00
TRIM66	5.33	142.87	31.11	6.69	5.04	0.00	0.00	0.00	100.47	39.59	1.24	2.87	115.76	167.65	0.00	0.00	8.28	2.96	37.23	0.00	0.00	0.00	4.46	9.15
TRIM67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM69	0.00	0.00	118.60	6.69	46.66	0.00	0.00	0.00	0.00	0.00	1.24	2.87	0.00	0.00	0.00	0.00	8.28	0.00	0.00	0.00	0.00	0.00	0.00	2.29
TRIM7	0.00	4.93	0.00	0.00	2.52	0.00	0.00	0.00	7.73	1.98	0.00	77.47	0.00	0.00	0.00	0.00	0.00	0.00	33.51	29.92	0.00	32.76	4.46	0.00
TRIM71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIM8	95.94	236.48	40.83	0.00	52.97	0.00	648.51	0.00	11.59	57.40	68.46	74.60	84.89	26.47	0.00	94.65	93.87	5.92	106.12	4.27	0.00	65.52	120.55	98.35
TRIM9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIML1	0.00	4.93	91.38	0.00	16.40	0.00	0.00	0.00	0.00	1.98	0.00	2.87	1.93	0.00	0.00	0.00	0.00	2.96	0.00	8.55	0.00	0.00	4.46	2.29
TRIML2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRIO	0.00	83.75	0.00	46.80	11.35	0.00	0.00	0.00	3.86	31.67	1.24	25.82	27.01	26.47	0.00	4.51	13.80	59.19	89.36	153.89	0.00	0.00	22.32	68.62
TRIOBP	31.98	4.93	9.72	46.80	12.61	0.00	0.00	0.00	3.86	15.83	21.16	20.08	79.10	70.59	0.00	4.51	74.54	2.96	26.06	4.27	407.83	0.00	111.62	6.86
TRIP10	5.33	0.00	7.78	53.49	21.44	0.00	0.00	0.00	38.64	1.98	1.24	31.56	7.72	105.88	0.00	0.00	85.58	85.83	154.52	17.10	0.00	90.08	8.93	13.72
TRIP11	117.26	4.93	38.88	147.09	143.77	0.00	0.00	0.00	69.56	136.58	68.46	286.93	127.34	141.18	0.00	306.49	16.56	136.15	407.71	235.11	0.00	16.38	245.56	267.61
TRIP12	197.21	19.71	106.93	66.86	359.43	0.00	0.00	0.00	146.84	45.53	261.41	74.60	227.66	247.06	0.00	103.67	256.75	136.15	158.24	209.46	0.00	81.89	419.68	150.96
TRIP13	5.33	0.00	1.94	86.91	68.10	0.00	0.00	0.00	7.73	21.77	1.24	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	4.27	0.00	0.00	0.00	0.00
TRIP4	0.00	14.78	29.16	60.17	15.13	0.00	0.00	0.00	0.00	31.67	51.04	0.00	0.00	52.94	0.00	4.51	5.52	59.19	1.86	0.00	0.00	98.27	13.39	11.44
TRIP6	250.51	118.24	56.38	106.97	80.71	0.00	0.00	0.00	262.77	199.91	2.49	117.64	106.11	52.94	0.00	67.61	135.28	76.95	161.97	8.55	0.00	24.57	17.86	141.81
TRIQK	74.62	0.00	31.11	0.00	36.57	0.00	0.00	0.00	0.00	15.83	22.41	5.74	1.93	0.00	0.00	4.51	52.45	2.96	55.85	4.27	0.00	0.00	8.93	6.86
TRIT1	26.65	59.12	13.61	0.00	2.52	0.00	0.00	0.00	7.73	43.55	21.16	5.74	17.36	35.29	0.00	36.06	0.00	2.96	1.86	0.00	0.00	0.00	0.00	0.00
TRMT1	0.00	0.00	0.00	0.00	7.57	0.00	0.00	0.00	3.86	27.71	0.00	0.00	1.93	0.00	0.00	36.06	30.37	2.96	0.00	170.99	0.00	8.19	0.00	20.59
TRMT10A	31.98	59.12	9.72	0.00	61.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.73	17.65	0.00	99.16	49.69	11.84	7.45	128.24	0.00	0.00	0.00	2.29
TRMT10B	31.98	0.00	1.94	0.00	15.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	17.65	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	58.04	22.87
TRMT10C	138.58	0.00	66.10	60.17	7.57	0.00	648.51	0.00	85.01	43.55	100.83	8.61	181.36	0.00	0.00	4.51	57.98	56.23	210.37	34.20	407.83	0.00	40.18	260.74
TRMT11	58.63	4.93	1.94	0.00	3.78	0.00	0.00	0.00	154.57	1.98	28.63	20.08	1.93	0.00	0.00	0.00	0.00	207.18	50.27	17.10	0.00	8.19	17.86	25.16
TRMT112	229.19	290.67	169.15	227.32	153.86	354.11	0.00	0.00	289.82	374.10	342.32	241.02	216.09	441.18	0.00	455.23	240.19	411.40	610.63	128.24	0.00	360.34	66.97	263.03
TRMT12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRMT13	63.96	0.00	3.89	60.17	17.66	0.00	0.00	0.00	0.00	13.86	0.00	0.00	34.73	0.00	0.00	243.39	2.76	8.88	0.00	0.00	0.00	0.00	0.00	107.50
TRMT1L	15.99	9.85	60.27	80.23	50.45	0.00	0.00	0.00	42.51	39.59	52.28	45.91	92.61	88.24	0.00	81.13	8.28	11.84	22.34	0.00	0.00	8.19	183.05	43.46
TRMT2A	15.99	0.00	68.05	60.17	5.04	44.26	0.00	0.00	34.78	49.48	2.49	22.95	3.86	8.82	0.00	0.00	30.37	5.92	100.53	0.00	0.00	0.00	8.93	4.57
TRMT2B	0.00	4.93	0.00	6.69	2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.47	0.00	0.00	0.00	2.96	29.79	0.00	0.00	65.52	0.00	25.16
TRMT44	10.66	0.00	0.00	0.00	56.75	0.00	0.00	0.00	0.00	45.53	1.24	2.87	7.72	8.82	0.00	0.00	5.52	53.27	9.31	0.00	0.00	0.00	4.46	22.87
TRMT5	5.33	4.93	130.26	13.37	36.57	44.26	0.00	0.00	0.00	1.98	48.55	63.12	50.16	17.65	0.00	72.12	22.09	23.68	3.72	106.87	0.00	147.41	4.46	52.61
TRMT6	0.00	4.93	27.22	46.80	32.79	0.00	0.00	0.00	15.46	41.57	0.00	0.00	57.88	8.82	0.00	4.51	0.00	0.00	0.00	51.30	0.00	0.00	53.58	20.59
TRMT61A	5.33	0.00	151.65	20.06	3.78	0.00	0.00	0.00	3.86	1.98	2.49	5.74	52.09	0.00	0.00	58.59	0.00	8.88	1.86	4.27	0.00	0.00	4.46	4.57
TRMT61B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRMU	47.97	0.00	13.61	6.69	26.48	44.26	648.51	0.00	50.23	1.98	0.00	97.55	5.79	88.24	0.00	4.51	13.80	71.03	52.13	175.26	0.00	8.19	4.46	2.29
TRNAU1AP	0.00	0.00	0.00	6.69	1.26	0.00	0.00	0.00	0.00	0.00	9.96	0.00	1.93	61.77	0.00	0.00	0.00	59.19	0.00	0.00	0.00	0.00	0.00	2.29
TRNP1	0.00	0.00	9.72	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRNT1	5.33	9.85	1.94	20.06	36.57	0.00	0.00	0.00	34.78	21.77	2.49	11.48	46.30	0.00	0.00	27.04	2.76	94.71	18.62	0.00	0.00	0.00	0.00	0.00
TRO	0.00	0.00	0.00	0.00	25.22	0.00	0.00	0.00	0.00	33.65	0.00	2.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TROAP	0.00	0.00	0.00	0.00	15.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TROVE2	186.55	83.75	186.64	60.17	232.05	44.26	1297.02	0.00	108.20	306.80	182.99	31.56	142.77	79.41	0.00	175.78	173.93	106.55	215.95	312.05	407.83	81.89	80.36	176.12
TRPA1	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	84.83	0.00
TRPC1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	73.42	7.92	0.00	0.00	0.00	0.00	0.00	0.00	16.56	0.00	0.00	0.00	0.00	0.00	4.46	2.29
TRPC2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPC3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPC4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPC4AP	0.00	0.00	33.05	6.69	40.36	0.00	0.00	0.00	131.38	89.07	11.20	37.30	3.86	0.00	0.00	0.00	2.76	53.27	72.61	34.20	0.00	32.76	0.00	68.62
TRPC5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPC5OS	186.55	137.95	99.15	207.26	65.58	0.00	0.00	484.97	255.04	118.76	151.87	45.91	46.30	273.53	0.00	54.09	27.61	118.39	357.44	205.18	0.00	81.89	178.59	208.14
TRPC6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPC7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPM1	0.00	14.78	3.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPM2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPM2-AS	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPM3	5.33	0.00	23.33	40.11	1.26	0.00	0.00	0.00	0.00	0.00	4.98	5.74	61.74	0.00	0.00	0.00	35.89	0.00	1.86	8.55	0.00	0.00	8.93	34.31
TRPM4	0.00	9.85	15.55	0.00	2.52	0.00	0.00	0.00	0.00	1.98	49.79	0.00	0.00	44.12	0.00	0.00	2.76	59.19	152.66	4.27	0.00	0.00	4.46	0.00
TRPM5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPM6	0.00	4.93	1.94	0.00	50.45	0.00	0.00	0.00	15.46	1.98	4.98	0.00	50.16	17.65	0.00	4.51	0.00	2.96	0.00	0.00	0.00	0.00	35.72	0.00
TRPM7	26.65	4.93	5.83	13.37	59.27	0.00	0.00	484.97	46.37	104.91	34.85	137.72	38.59	8.82	0.00	311.00	2.76	5.92	27.93	17.10	0.00	139.22	26.79	48.03
TRPM8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPS1	0.00	0.00	1.94	0.00	34.05	0.00	0.00	0.00	27.05	0.00	2.49	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.29
TRPT1	0.00	0.00	21.39	20.06	65.58	0.00	0.00	0.00	23.19	21.77	18.67	2.87	38.59	0.00	0.00	0.00	0.00	14.80	42.82	17.10	0.00	0.00	62.51	0.00
TRPV1	0.00	0.00	0.00	0.00	22.70	0.00	0.00	0.00	0.00	0.00	1.24	5.74	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00	0.00	0.00
TRPV2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPV3	42.64	9.85	42.77	26.74	12.61	0.00	0.00	0.00	46.37	0.00	4.98	2.87	36.66	88.24	0.00	4.51	55.22	62.15	5.59	85.49	0.00	0.00	4.46	32.02
TRPV4	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPV5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRPV6	0.00	0.00	0.00	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TRRAP	90.61	177.36	19.44	33.43	0.00	0.00	0.00	0.00	23.19	71.26	0.00	20.08	23.15	8.82	0.00	0.00	27.61	35.52	42.82	196.63	0.00	49.14	0.00	9.15
TRUB1	10.66	34.49	54.44	13.37	44.14	0.00	0.00	0.00	3.86	15.83	0.00	14.35	36.66	8.82	0.00	22.54	57.98	5.92	14.89	4.27	0.00	16.38	4.46	0.00
TRUB2	58.63	108.39	0.00	13.37	3.78	0.00	0.00	0.00	0.00	69.28	61.00	68.86	7.72	0.00	0.00	0.00	27.61	97.67	63.30	4.27	0.00	221.12	31.25	36.60
TRY2P	0.00	0.00	27.22	0.00	12.61	0.00	0.00	0.00	0.00	0.00	41.08	2.87	0.00	0.00	0.00	0.00	2.76	0.00	0.00	4.27	0.00	0.00	0.00	0.00
TSACC	133.25	206.92	2360.26	1397.32	1639.51	221.32	1945.53	484.97	811.48	136.58	1086.73	152.07	109.97	158.83	0.00	148.74	143.56	171.66	147.07	166.71	0.00	163.79	250.02	66.33
TSC1	5.33	9.85	25.27	140.40	98.37	0.00	0.00	0.00	11.59	39.59	52.28	65.99	55.95	0.00	0.00	121.70	157.36	8.88	76.33	8.55	407.83	221.12	31.25	107.50
TSC2	5.33	123.17	5.83	20.06	31.53	0.00	0.00	0.00	100.47	91.05	12.45	5.74	92.61	8.82	0.00	9.01	5.52	2.96	7.45	4.27	0.00	65.52	17.86	29.73
TSC22D1	303.81	482.81	486.05	320.92	413.66	132.79	0.00	0.00	382.56	1047.08	845.23	416.04	574.95	388.24	0.00	256.91	607.37	432.12	355.58	226.56	815.66	917.22	308.06	539.79
TSC22D1-AS1	0.00	4.93	0.00	20.06	1.26	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSC22D2	21.32	4.93	35.00	26.74	2.52	0.00	0.00	0.00	0.00	1.98	1.24	0.00	0.00	44.12	0.00	0.00	2.76	0.00	1.86	0.00	0.00	0.00	8.93	0.00
TSC22D3	69.29	0.00	11.67	26.74	3.78	0.00	0.00	0.00	0.00	1.98	1.24	0.00	48.23	0.00	0.00	9.01	2.76	2.96	0.00	4.27	0.00	0.00	8.93	11.44
TSC22D4	138.58	24.63	36.94	66.86	90.80	44.26	0.00	0.00	57.96	150.43	41.08	5.74	129.27	255.89	0.00	94.65	121.47	47.36	104.25	111.14	0.00	32.76	183.05	125.80
TSEN15	5.33	4.93	25.27	20.06	41.62	0.00	0.00	0.00	3.86	3.96	23.65	2.87	13.51	17.65	0.00	22.54	8.28	8.88	3.72	17.10	0.00	8.19	111.62	52.61
TSEN2	0.00	0.00	13.61	0.00	0.00	0.00	0.00	0.00	7.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSEN34	53.30	34.49	3.89	80.23	87.02	0.00	0.00	0.00	81.15	104.91	267.64	88.95	88.75	52.94	0.00	247.90	24.85	210.14	121.01	21.37	0.00	90.08	13.39	98.35
TSEN54	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00	33.65	0.00	0.00	0.00	0.00	0.00	144.23	27.61	2.96	0.00	0.00	0.00	0.00	4.46	0.00
TSFM	53.30	24.63	180.81	60.17	42.88	0.00	0.00	0.00	42.51	7.92	67.22	5.74	106.11	0.00	0.00	45.07	57.98	38.48	9.31	94.04	0.00	73.71	8.93	130.37
TSG1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSG101	10.66	14.78	42.77	106.97	80.71	44.26	0.00	0.00	146.84	89.07	98.34	86.08	111.90	88.24	0.00	148.74	44.17	26.64	126.59	55.57	815.66	16.38	44.65	38.88
TSGA10	5.33	64.05	139.98	0.00	156.38	0.00	0.00	484.97	0.00	63.34	0.00	8.61	5.79	0.00	0.00	0.00	52.45	2.96	3.72	4.27	0.00	8.19	13.39	2.29
TSGA10IP	5.33	0.00	13.61	0.00	0.00	0.00	0.00	0.00	7.73	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.96	1.86	0.00	0.00	0.00	0.00	0.00
TSGA13	0.00	0.00	0.00	0.00	83.24	0.00	0.00	0.00	0.00	1.98	59.75	0.00	0.00	0.00	0.00	0.00	2.76	0.00	1.86	0.00	0.00	0.00	35.72	0.00
TSHB	0.00	0.00	62.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSHR	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSHZ1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	48.03
TSHZ2	10.66	0.00	15.55	33.43	18.92	0.00	0.00	0.00	11.59	31.67	0.00	0.00	1.93	123.53	0.00	0.00	2.76	2.96	39.10	153.89	0.00	8.19	13.39	171.54
TSHZ3	0.00	0.00	0.00	20.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSIX	0.00	0.00	3.89	0.00	5.04	0.00	0.00	0.00	3.86	1.98	1.24	5.74	0.00	0.00	0.00	0.00	0.00	0.00	5.59	0.00	0.00	0.00	0.00	0.00
TSKS	0.00	4.93	270.24	106.97	110.98	44.26	0.00	0.00	19.32	7.92	41.08	5.74	3.86	0.00	0.00	4.51	66.26	8.88	7.45	4.27	0.00	32.76	22.32	6.86
TSKU	0.00	0.00	1.94	0.00	35.31	0.00	0.00	0.00	92.74	13.86	18.67	31.56	0.00	8.82	0.00	0.00	30.37	59.19	1.86	0.00	0.00	0.00	4.46	0.00
TSL	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSLP	0.00	0.00	77.77	0.00	1.26	0.00	0.00	0.00	3.86	0.00	68.46	5.74	5.79	0.00	327.01	0.00	5.52	94.71	3.72	0.00	0.00	0.00	8.93	25.16
TSN	37.31	44.34	58.33	53.49	54.23	0.00	0.00	0.00	119.79	83.13	52.28	14.35	108.04	132.35	0.00	162.26	55.22	53.27	96.81	102.59	0.00	8.19	13.39	38.88
TSNARE1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSNAX	47.97	0.00	21.39	53.49	69.36	0.00	0.00	0.00	200.94	73.24	26.14	149.20	171.71	8.82	0.00	31.55	77.30	106.55	104.25	34.20	0.00	163.79	31.25	70.90
TSNAX-DISC1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSNAXIP1	0.00	147.80	1.94	0.00	26.48	0.00	0.00	0.00	15.46	1.98	0.00	2.87	19.29	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSPAN1	0.00	0.00	35.00	133.71	59.27	0.00	0.00	0.00	104.33	3.96	1.24	0.00	0.00	0.00	0.00	4.51	5.52	0.00	3.72	12.82	0.00	16.38	17.86	29.73
TSPAN10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSPAN11	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	38.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TSPAN12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
